Long;Lat
19,95673088;50,02497305
19,92714778;50,06300406
19,80795819;50,01776136
19,93616354;50,06217595
19,95937516;50,04922186
19,93493216;50,05555343
19,913196;50,035776
19,94626622;50,05284315
19,95357215;50,05492724
20,06506458;50,09499581
19,95683675;50,04591963
19,913196;50,035776
20,0119291;50,0085873
19,93736723;50,04981611
19,950522;50,058728
19,944738;50,052828
19,9013452;50,0734951
19,94660912;50,04367944
20,02178749;50,08428996
19,938012;50,058137
19,94205673;50,06682936
19,93149193;50,06044887
19,966951;50,065799
19,93956241;50,03888851
19,942474;50,064503
20,06384677;50,0950418
19,93653369;50,06073285
20,02322096;50,09355031
19,90593814;50,02481518
20,02765856;50,07282685
19,942546;50,064589
19,97621574;50,05737663
19,86550382;50,0749949
19,937891;50,059128
19,92639362;50,04274583
19,943781;50,061204
19,9308197;50,0618087
19,96291264;49,98904932
19,88247177;50,08186047
19,940561;50,06163
20,0495134;50,0661113
19,944842;50,062882
19,94275938;50,05167459
19,92360138;50,053126
19,90593544;50,07944905
19,95150367;50,06534546
19,94596677;50,04956497
19,93446256;50,06496707
20,03555555;50,07384889
19,9375218;50,0592611
20,01938951;50,08954985
19,93798907;50,05892747
19,913196;50,035776
19,9414307;50,0599245
19,96737685;50,03668308
19,970591;50,034509
19,94627947;50,05259865
19,93034286;50,06354839
19,949318;50,069
19,94309895;50,04765668
20,01593935;50,07918143
19,937891;50,059128
19,93944875;50,05849759
20,01436899;50,08387626
20,0245442;50,0148288
19,938031;50,061448
19,94711042;50,06251188
19,94248018;50,06198681
19,89087834;50,07355593
19,95105904;50,04641536
19,99858;50,012267
19,94161;50,06551
19,93946866;50,05816961
19,9375337;50,05923715
19,93556805;50,06153833
19,97812407;50,07061595
19,949318;50,069
19,96389321;50,04874085
20,01690667;50,09045168
20,02533696;50,08009066
19,93008382;50,0445989
19,92078743;50,06382454
20,01706367;50,06367759
19,94160106;50,06071442
19,9604832;50,1018785
19,914855;50,085914
19,95475402;50,04631945
19,91824898;50,07804249
19,92816001;50,06157147
19,938607;50,0589299
19,93142114;50,06791263
19,94205673;50,06682936
20,00072878;50,08996244
19,95040055;50,05805268
19,95107526;50,02604802
19,9449799;50,0646501
19,93759918;50,06004178
19,95645432;50,05566719
19,98623395;50,06632446
20,0172549;50,09204633
19,94760866;50,05043257
19,99899161;50,02322982
19,94097248;50,04644564
19,94574363;50,04859483
20,01032198;50,10228716
19,94868437;50,0599313
20,0250847;50,09351118
19,97000801;50,06554045
20,0161355;50,07594306
19,93604287;50,06306136
19,93473887;50,06358594
20,06238077;50,09466932
19,946102;50,042269
20,02533696;50,08009066
19,9329497;50,0551112
19,949318;50,069
19,94407797;50,05004273
19,9662138;50,0492495
19,98040916;50,0956398
19,95006011;50,06749974
19,9339169;50,066634
19,94792298;50,02941962
19,93165627;50,05589389
19,8810287;50,08592188
19,96827823;50,08442821
19,94756022;50,04362842
19,92641846;50,05181873
19,935988;50,053497
20,02988206;50,08181854
19,97558363;50,0180751
19,95640121;50,05555013
20,04960354;50,05465233
19,94596612;50,05397742
19,913196;50,035776
19,9299389;50,04492869
19,93753371;50,05923715
19,94654234;50,04985904
20,02597606;50,08912628
19,93407459;50,06790157
19,93874195;50,05905682
19,93590779;50,06020941
20,02591853;50,06083693
19,95060555;50,05965845
20,01646487;50,08176545
19,94720945;50,06210038
19,94057;50,0661
20,01408343;50,0094775
19,976275;50,04464
19,9429713;50,06319501
19,94557583;50,06804314
19,949318;50,069
19,915786;50,071037
19,9428547;50,05664579
19,943739;50,048227
20,18903264;50,05278387
19,97708204;50,05737807
19,96389321;50,04874086
19,93798908;50,05892747
19,98470254;50,01804957
19,9503223;50,04668091
20,04160923;50,07593651
19,9864526;50,0188608
19,92722837;50,08620271
19,92604074;50,05844055
19,89344235;50,07998365
20,04211387;50,07163782
19,97708572;50,06991966
19,940454;50,061668
19,96304017;50,04988217
19,93696989;50,05930415
20,05681249;50,09095617
19,94422576;50,05255068
20,03310188;50,07726658
19,98411991;50,06725324
19,949318;50,069
19,94715352;50,06151911
19,93758739;50,05881639
19,894759;50,073976
19,91037871;50,07090449
19,949318;50,069
20,0285275;50,07305073
20,03199724;50,07698777
19,87507589;50,06559815
19,934785;50,064387
20,02625688;50,0812688
19,94332074;50,04769327
19,8892825;50,01434408
19,93613279;50,05990361
19,94348404;50,02195214
19,94771064;50,04575673
19,94451502;50,0671717
19,938786;50,054445
19,922914;50,057271
19,95036977;50,0626407
19,87994333;49,98443385
20,01558056;50,10198603
19,9398075;50,05329988
19,940454;50,061668
19,97689757;50,05711341
19,94223933;50,05926022
19,93509;50,065904
19,940454;50,061668
20,06125388;50,09487711
19,921055;50,055215
19,9429263;50,0632006
19,95107526;50,02604802
19,92799154;50,04802285
19,9700813;50,06441057
19,94006907;50,06660025
19,9462232;50,05810403
19,94116469;50,0407503
19,97708572;50,06991966
19,9411647;50,0407503
19,909104;50,086762
19,94424486;50,04967364
19,97543657;50,0109081
19,9375337;50,05923715
19,92714778;50,06300406
19,87459525;50,01299623
20,03656771;50,08948406
19,95304036;50,0093694
20,03310188;50,07726658
19,97800072;50,0894563
19,940456;50,05901
19,89372936;50,01710347
19,93644152;50,06085814
19,93597729;50,06410122
19,9741308;50,09648263
19,95425978;50,06633263
19,95009061;50,0465872
19,93485;50,064396
19,96222669;50,04042019
19,916415;50,085424
19,9395894;50,0539407
19,94714684;50,06236377
20,00156524;50,08105543
19,9879114;50,0687315
19,94567459;50,06446898
19,96610064;50,04912461
19,94726192;50,06187597
19,93356056;50,05656094
19,938012;50,058137
20,02146901;50,08696915
19,90096399;50,08692775
19,91748695;50,05524822
19,97814076;50,05628605
20,04568894;50,08209654
19,9379013;50,05545687
19,97435325;50,08712816
19,913196;50,035776
19,94156965;50,06666102
20,01083627;50,07938752
19,94575336;50,04951928
19,949318;50,069
20,04895826;50,0748199
20,02040981;50,01335279
20,0470802;50,07629279
19,93869809;50,06636771
19,94205673;50,06682936
19,89722909;50,07324748
19,91527153;50,08729723
19,93957676;50,06237461
20,02657926;50,09595678
19,94360759;50,05829591
19,94814396;50,05315439
19,944771;50,064586
19,93165627;50,05589389
19,93872;50,06173
19,96377494;50,0891926
19,93716247;50,04920814
19,913196;50,035776
19,94627947;50,05259865
19,9392198;50,0537925
19,96222881;50,04541529
19,9244144;50,0452984
19,938012;50,058137
19,95075502;50,0680252
19,94606639;50,05204678
20,00019041;50,04362643
19,94771063;50,04575673
19,86128146;50,07087765
20,02166643;50,07536869
19,8901053;50,0933438
20,01985432;50,09798184
20,02322097;50,0935503
19,94239266;50,0673899
19,96291264;49,98904932
19,99203772;50,03529521
20,04324164;50,08052244
20,03310188;50,07726658
19,953842;50,04376
20,00929419;50,07396641
19,94205673;50,06682936
19,913196;50,035776
19,92761566;50,05684992
19,9350737;50,06344987
19,91399;50,065692
19,9502381;50,06812263
19,95362631;50,04711753
19,96389321;50,04874086
20,028621;50,085256
19,90271974;50,08464184
19,93918969;50,05823663
19,91828104;50,02756553
19,9159225;50,0745634
19,99506034;50,06581231
19,94627947;50,05259865
19,89698336;50,07215661
19,9429263;50,0632006
19,93281714;50,04707684
19,94393648;50,05276843
19,89730248;50,07798507
20,0077067;50,073565
19,9379013;50,05545687
19,9375218;50,0592611
19,94557583;50,06804314
20,0163683;50,0908162
19,94273095;50,05224822
19,938012;50,058137
19,93639272;50,03935718
19,80535518;50,01741463
19,93875268;50,0496843
19,96291264;49,98904932
19,92421466;50,01182333
19,93204806;50,0634607
20,06663942;50,07844184
19,93874194;50,05905682
19,94243314;50,0663109
19,914025;50,065141
19,944611;50,046237
19,88203718;50,0818057
19,94717871;50,06223512
19,9096096;50,086273
19,938724;50,065376
19,94295298;50,05181168
19,94275938;50,05167459
19,94557583;50,06804314
20,032308;50,083013
20,0582269;50,09320225
19,9200867;50,0813599
20,01738811;50,09694503
20,03083334;50,07526036
19,96164944;50,06161998
19,92060939;50,06805937
19,94627947;50,05259865
19,945577;50,073963
20,01392053;50,09215655
19,94261534;50,05159829
20,05822689;50,09320225
20,05603976;50,09322849
19,93847617;50,06287366
19,96248609;50,05477535
19,965718;50,065744
19,95032775;50,05286779
19,9357101;50,06169233
19,93388582;50,05516678
19,9442324;50,06718384
19,933543;50,053053
19,92632487;50,04651527
19,93758739;50,05881639
20,0316009;50,03825923
20,03224392;50,08028961
19,9471787;50,06223512
19,91270348;50,02502013
19,933543;50,053053
19,926553;50,071496
19,99855971;50,03433291
19,93485;50,064396
19,95565575;50,04640587
19,92669322;50,01772897
19,91558189;50,07116756
19,94090378;50,06409774
19,93824425;50,0685315
19,93710584;50,07020025
19,960988;50,025364
19,939761;50,059064
19,93359075;50,0568081
20,03721957;50,07659601
19,93898692;50,06695231
19,93667;50,061058
19,94289121;50,04077437
19,92875033;50,02415239
19,96997607;50,01358496
20,0320742;50,0831175
19,86598017;50,06370095
19,965718;50,065744
19,93696989;50,05930415
20,05634142;50,04193975
19,937837;50,083539
19,939736;50,059059
20,062568;50,0595153
20,04050229;50,07413074
20,01032198;50,10228716
19,93725733;50,0826257
19,94488691;50,04229806
19,956465;50,066289
19,95433465;49,99465455
19,92965583;50,08841231
19,94512203;50,06418002
19,97398196;50,08315237
19,93679071;50,06085197
19,96038791;50,06789944
19,94511749;50,05394552
19,90996766;50,06959166
19,932303;50,095449
19,96610648;50,04918447
20,06506458;50,09499581
19,94123197;50,05044766
19,949318;50,069
19,93678023;50,05893857
19,935988;50,053497
19,92761566;50,05684992
20,01998595;50,09001721
19,9264464;50,0468152
19,94936418;50,05771714
19,936872;50,062799
19,93738675;50,06990737
19,92437248;50,05398823
19,938012;50,058137
19,94583518;50,05255761
19,97721277;50,01361846
19,99994349;50,08174873
19,93152978;50,08344949
19,949318;50,069
19,939496;50,066244
19,93928893;50,06231249
19,93281714;50,04707684
19,9055409;50,0720757
19,93812235;50,0560914
19,93044494;50,04708814
19,9369419;50,059361
19,9104815;50,0859353
19,93359075;50,0568081
19,93696989;50,05930415
20,0445661;50,0671001
19,92686386;50,03982989
19,934785;50,064387
20,01803002;50,08159544
19,94992207;50,06088327
19,93499109;50,06143308
19,913663;50,072311
19,95863781;50,06863974
19,94605712;50,05090365
20,00238111;50,09390663
19,95807;50,07576
19,949974;50,068582
19,900025;50,0858782
19,944967;50,067249
19,89333238;50,01654273
19,949318;50,069
20,00892628;50,01127532
19,93869808;50,06636771
19,935988;50,053497
19,9378212;50,0602589
19,938012;50,058137
